date,time,position,datetime,strategy
20240305,1200,0,2024-03-05 12:00:00,NQstrategyB
20240305,1215,4,2024-03-05 12:15:00,TXFstrategyA
20240305,1215,0,2024-03-05 12:15:00,NQstrategyB
20240305,1230,0,2024-03-05 12:30:00,NQstrategyB
20240305,1245,4,2024-03-05 12:45:00,TXFstrategyA
20240305,1245,0,2024-03-05 12:45:00,NQstrategyB
20240305,1300,0,2024-03-05 13:00:00,NQstrategyB
20240305,1315,0,2024-03-05 13:15:00,NQstrategyB
20240305,1315,4,2024-03-05 13:15:00,TXFstrategyA
20240305,1330,0,2024-03-05 13:30:00,NQstrategyB
20240305,1345,0,2024-03-05 13:45:00,NQstrategyB
20240305,1345,4,2024-03-05 13:45:00,TXFstrategyA
20240305,1400,0,2024-03-05 14:00:00,NQstrategyB
20240305,1415,0,2024-03-05 14:15:00,NQstrategyB
20240305,1430,0,2024-03-05 14:30:00,NQstrategyB
20240305,1445,0,2024-03-05 14:45:00,NQstrategyB
20240305,1500,0,2024-03-05 15:00:00,NQstrategyB
20240305,1515,0,2024-03-05 15:15:00,NQstrategyB
20240306,845,0,2024-03-06 08:45:00,NQstrategyB
20240306,900,0,2024-03-06 09:00:00,NQstrategyB
20240306,915,4,2024-03-06 09:15:00,TXFstrategyA
20240306,915,0,2024-03-06 09:15:00,NQstrategyB
20240306,930,0,2024-03-06 09:30:00,NQstrategyB
20240306,945,0,2024-03-06 09:45:00,NQstrategyB
20240306,945,4,2024-03-06 09:45:00,TXFstrategyA
20240306,1000,0,2024-03-06 10:00:00,NQstrategyB
20240306,1015,4,2024-03-06 10:15:00,TXFstrategyA
20240306,1015,0,2024-03-06 10:15:00,NQstrategyB
20240306,1030,0,2024-03-06 10:30:00,NQstrategyB
20240306,1045,0,2024-03-06 10:45:00,NQstrategyB
20240306,1045,4,2024-03-06 10:45:00,TXFstrategyA
20240306,1100,8,2024-03-06 11:00:00,NQstrategyB
20240306,1115,8,2024-03-06 11:15:00,NQstrategyB
20240306,1115,4,2024-03-06 11:15:00,TXFstrategyA
20240306,1130,8,2024-03-06 11:30:00,NQstrategyB
20240306,1145,8,2024-03-06 11:45:00,NQstrategyB
20240306,1145,4,2024-03-06 11:45:00,TXFstrategyA
20240306,1200,8,2024-03-06 12:00:00,NQstrategyB
20240306,1215,8,2024-03-06 12:15:00,NQstrategyB
20240306,1215,4,2024-03-06 12:15:00,TXFstrategyA
20240306,1230,8,2024-03-06 12:30:00,NQstrategyB
20240306,1245,8,2024-03-06 12:45:00,NQstrategyB
20240306,1245,4,2024-03-06 12:45:00,TXFstrategyA
20240306,1300,8,2024-03-06 13:00:00,NQstrategyB
20240306,1315,4,2024-03-06 13:15:00,TXFstrategyA
20240306,1315,8,2024-03-06 13:15:00,NQstrategyB
20240306,1330,8,2024-03-06 13:30:00,NQstrategyB
20240306,1345,8,2024-03-06 13:45:00,NQstrategyB
20240306,1345,4,2024-03-06 13:45:00,TXFstrategyA
20240306,1400,8,2024-03-06 14:00:00,NQstrategyB
20240306,1415,8,2024-03-06 14:15:00,NQstrategyB
20240306,1430,8,2024-03-06 14:30:00,NQstrategyB
20240306,1445,8,2024-03-06 14:45:00,NQstrategyB
20240306,1500,8,2024-03-06 15:00:00,NQstrategyB
20240306,1515,8,2024-03-06 15:15:00,NQstrategyB
20240307,845,8,2024-03-07 08:45:00,NQstrategyB
20240307,900,8,2024-03-07 09:00:00,NQstrategyB
20240307,915,8,2024-03-07 09:15:00,NQstrategyB
20240307,915,4,2024-03-07 09:15:00,TXFstrategyA
20240307,930,8,2024-03-07 09:30:00,NQstrategyB
20240307,945,8,2024-03-07 09:45:00,NQstrategyB
20240307,945,4,2024-03-07 09:45:00,TXFstrategyA
20240307,1000,8,2024-03-07 10:00:00,NQstrategyB
20240307,1015,8,2024-03-07 10:15:00,NQstrategyB
20240307,1015,4,2024-03-07 10:15:00,TXFstrategyA
20240307,1030,8,2024-03-07 10:30:00,NQstrategyB
20240307,1045,4,2024-03-07 10:45:00,TXFstrategyA
20240307,1045,8,2024-03-07 10:45:00,NQstrategyB
20240307,1100,8,2024-03-07 11:00:00,NQstrategyB
20240307,1115,8,2024-03-07 11:15:00,NQstrategyB
20240307,1115,4,2024-03-07 11:15:00,TXFstrategyA
20240307,1130,8,2024-03-07 11:30:00,NQstrategyB
20240307,1145,8,2024-03-07 11:45:00,NQstrategyB
20240307,1145,4,2024-03-07 11:45:00,TXFstrategyA
20240307,1200,8,2024-03-07 12:00:00,NQstrategyB
20240307,1215,4,2024-03-07 12:15:00,TXFstrategyA
20240307,1215,8,2024-03-07 12:15:00,NQstrategyB
20240307,1230,8,2024-03-07 12:30:00,NQstrategyB
20240307,1245,8,2024-03-07 12:45:00,NQstrategyB
20240307,1245,4,2024-03-07 12:45:00,TXFstrategyA
20240307,1300,8,2024-03-07 13:00:00,NQstrategyB
20240307,1315,4,2024-03-07 13:15:00,TXFstrategyA
20240307,1315,8,2024-03-07 13:15:00,NQstrategyB
20240307,1330,8,2024-03-07 13:30:00,NQstrategyB
20240307,1345,8,2024-03-07 13:45:00,NQstrategyB
20240307,1345,4,2024-03-07 13:45:00,TXFstrategyA
20240307,1400,8,2024-03-07 14:00:00,NQstrategyB
20240307,1415,8,2024-03-07 14:15:00,NQstrategyB
20240307,1430,8,2024-03-07 14:30:00,NQstrategyB
20240307,1445,8,2024-03-07 14:45:00,NQstrategyB
20240307,1500,8,2024-03-07 15:00:00,NQstrategyB
20240307,1515,8,2024-03-07 15:15:00,NQstrategyB
20240308,845,8,2024-03-08 08:45:00,NQstrategyB
20240308,900,8,2024-03-08 09:00:00,NQstrategyB
20240308,915,8,2024-03-08 09:15:00,NQstrategyB
20240308,915,2,2024-03-08 09:15:00,TXFstrategyA
20240308,930,8,2024-03-08 09:30:00,NQstrategyB
20240308,945,8,2024-03-08 09:45:00,NQstrategyB
20240308,945,2,2024-03-08 09:45:00,TXFstrategyA
20240308,1000,8,2024-03-08 10:00:00,NQstrategyB
20240308,1015,2,2024-03-08 10:15:00,TXFstrategyA
20240308,1015,8,2024-03-08 10:15:00,NQstrategyB
20240308,1030,8,2024-03-08 10:30:00,NQstrategyB
20240308,1045,2,2024-03-08 10:45:00,TXFstrategyA
20240308,1045,8,2024-03-08 10:45:00,NQstrategyB
20240308,1100,8,2024-03-08 11:00:00,NQstrategyB
20240308,1115,8,2024-03-08 11:15:00,NQstrategyB
20240308,1115,2,2024-03-08 11:15:00,TXFstrategyA
20240308,1130,8,2024-03-08 11:30:00,NQstrategyB
20240308,1145,8,2024-03-08 11:45:00,NQstrategyB
20240308,1145,2,2024-03-08 11:45:00,TXFstrategyA
20240308,1200,8,2024-03-08 12:00:00,NQstrategyB
20240308,1215,2,2024-03-08 12:15:00,TXFstrategyA
20240308,1215,8,2024-03-08 12:15:00,NQstrategyB
20240308,1230,8,2024-03-08 12:30:00,NQstrategyB
20240308,1245,2,2024-03-08 12:45:00,TXFstrategyA
20240308,1245,8,2024-03-08 12:45:00,NQstrategyB
20240308,1300,6,2024-03-08 13:00:00,NQstrategyB
20240308,1315,6,2024-03-08 13:15:00,NQstrategyB
20240308,1315,2,2024-03-08 13:15:00,TXFstrategyA
20240308,1330,6,2024-03-08 13:30:00,NQstrategyB
20240308,1345,6,2024-03-08 13:45:00,NQstrategyB
20240308,1345,2,2024-03-08 13:45:00,TXFstrategyA
20240308,1400,6,2024-03-08 14:00:00,NQstrategyB
20240308,1415,6,2024-03-08 14:15:00,NQstrategyB
20240308,1430,6,2024-03-08 14:30:00,NQstrategyB
20240308,1445,6,2024-03-08 14:45:00,NQstrategyB
20240308,1500,6,2024-03-08 15:00:00,NQstrategyB
20240308,1515,6,2024-03-08 15:15:00,NQstrategyB
20240311,845,6,2024-03-11 08:45:00,NQstrategyB
20240311,900,6,2024-03-11 09:00:00,NQstrategyB
20240311,915,6,2024-03-11 09:15:00,NQstrategyB
20240311,915,2,2024-03-11 09:15:00,TXFstrategyA
20240311,930,6,2024-03-11 09:30:00,NQstrategyB
20240311,945,6,2024-03-11 09:45:00,NQstrategyB
20240311,945,2,2024-03-11 09:45:00,TXFstrategyA
20240311,1000,6,2024-03-11 10:00:00,NQstrategyB
20240311,1015,2,2024-03-11 10:15:00,TXFstrategyA
20240311,1015,6,2024-03-11 10:15:00,NQstrategyB
20240311,1030,6,2024-03-11 10:30:00,NQstrategyB
20240311,1045,2,2024-03-11 10:45:00,TXFstrategyA
20240311,1045,6,2024-03-11 10:45:00,NQstrategyB
20240311,1100,6,2024-03-11 11:00:00,NQstrategyB
20240311,1115,2,2024-03-11 11:15:00,TXFstrategyA
20240311,1115,6,2024-03-11 11:15:00,NQstrategyB
20240311,1130,6,2024-03-11 11:30:00,NQstrategyB
20240311,1145,2,2024-03-11 11:45:00,TXFstrategyA
20240311,1145,6,2024-03-11 11:45:00,NQstrategyB
20240311,1200,6,2024-03-11 12:00:00,NQstrategyB
20240311,1215,6,2024-03-11 12:15:00,NQstrategyB
20240311,1215,2,2024-03-11 12:15:00,TXFstrategyA
20240311,1230,6,2024-03-11 12:30:00,NQstrategyB
20240311,1245,2,2024-03-11 12:45:00,TXFstrategyA
20240311,1245,6,2024-03-11 12:45:00,NQstrategyB
20240311,1300,6,2024-03-11 13:00:00,NQstrategyB
20240311,1315,6,2024-03-11 13:15:00,NQstrategyB
20240311,1315,2,2024-03-11 13:15:00,TXFstrategyA
20240311,1330,6,2024-03-11 13:30:00,NQstrategyB
20240311,1345,6,2024-03-11 13:45:00,NQstrategyB
20240311,1345,2,2024-03-11 13:45:00,TXFstrategyA
20240311,1400,6,2024-03-11 14:00:00,NQstrategyB
20240311,1415,6,2024-03-11 14:15:00,NQstrategyB
20240311,1430,6,2024-03-11 14:30:00,NQstrategyB
20240311,1445,6,2024-03-11 14:45:00,NQstrategyB
20240311,1500,6,2024-03-11 15:00:00,NQstrategyB
20240311,1515,6,2024-03-11 15:15:00,NQstrategyB
20240312,845,6,2024-03-12 08:45:00,NQstrategyB
20240312,900,4,2024-03-12 09:00:00,NQstrategyB
20240312,915,2,2024-03-12 09:15:00,TXFstrategyA
20240312,915,4,2024-03-12 09:15:00,NQstrategyB
20240312,930,4,2024-03-12 09:30:00,NQstrategyB
20240312,945,4,2024-03-12 09:45:00,NQstrategyB
20240312,945,2,2024-03-12 09:45:00,TXFstrategyA
20240312,1000,4,2024-03-12 10:00:00,NQstrategyB
20240312,1015,4,2024-03-12 10:15:00,NQstrategyB
20240312,1015,2,2024-03-12 10:15:00,TXFstrategyA
20240312,1030,4,2024-03-12 10:30:00,NQstrategyB
20240312,1045,4,2024-03-12 10:45:00,NQstrategyB
20240312,1045,2,2024-03-12 10:45:00,TXFstrategyA
20240312,1100,4,2024-03-12 11:00:00,NQstrategyB
20240312,1115,4,2024-03-12 11:15:00,NQstrategyB
20240312,1115,2,2024-03-12 11:15:00,TXFstrategyA
20240312,1130,4,2024-03-12 11:30:00,NQstrategyB
20240312,1145,4,2024-03-12 11:45:00,NQstrategyB
20240312,1145,2,2024-03-12 11:45:00,TXFstrategyA
20240312,1200,4,2024-03-12 12:00:00,NQstrategyB
20240312,1215,2,2024-03-12 12:15:00,TXFstrategyA
20240312,1215,4,2024-03-12 12:15:00,NQstrategyB
20240312,1230,4,2024-03-12 12:30:00,NQstrategyB
20240312,1245,2,2024-03-12 12:45:00,TXFstrategyA
20240312,1245,4,2024-03-12 12:45:00,NQstrategyB
20240312,1300,4,2024-03-12 13:00:00,NQstrategyB
20240312,1315,4,2024-03-12 13:15:00,NQstrategyB
20240312,1315,2,2024-03-12 13:15:00,TXFstrategyA
20240312,1330,4,2024-03-12 13:30:00,NQstrategyB
20240312,1345,4,2024-03-12 13:45:00,NQstrategyB
20240312,1345,2,2024-03-12 13:45:00,TXFstrategyA
20240312,1400,4,2024-03-12 14:00:00,NQstrategyB
20240312,1415,4,2024-03-12 14:15:00,NQstrategyB
20240312,1430,4,2024-03-12 14:30:00,NQstrategyB
20240312,1445,4,2024-03-12 14:45:00,NQstrategyB
20240312,1500,4,2024-03-12 15:00:00,NQstrategyB
20240312,1515,4,2024-03-12 15:15:00,NQstrategyB
20240313,845,4,2024-03-13 08:45:00,NQstrategyB
20240313,900,4,2024-03-13 09:00:00,NQstrategyB
20240313,915,4,2024-03-13 09:15:00,NQstrategyB
20240313,915,2,2024-03-13 09:15:00,TXFstrategyA
20240313,930,4,2024-03-13 09:30:00,NQstrategyB
20240313,945,2,2024-03-13 09:45:00,TXFstrategyA
20240313,945,4,2024-03-13 09:45:00,NQstrategyB
20240313,1000,4,2024-03-13 10:00:00,NQstrategyB
20240313,1015,2,2024-03-13 10:15:00,TXFstrategyA
20240313,1015,4,2024-03-13 10:15:00,NQstrategyB
20240313,1030,4,2024-03-13 10:30:00,NQstrategyB
20240313,1045,4,2024-03-13 10:45:00,NQstrategyB
20240313,1045,2,2024-03-13 10:45:00,TXFstrategyA
20240313,1100,4,2024-03-13 11:00:00,NQstrategyB
20240313,1115,2,2024-03-13 11:15:00,TXFstrategyA
20240313,1115,4,2024-03-13 11:15:00,NQstrategyB
20240313,1130,4,2024-03-13 11:30:00,NQstrategyB
20240313,1145,2,2024-03-13 11:45:00,TXFstrategyA
20240313,1145,4,2024-03-13 11:45:00,NQstrategyB
20240313,1200,4,2024-03-13 12:00:00,NQstrategyB
20240313,1215,4,2024-03-13 12:15:00,NQstrategyB
20240313,1215,2,2024-03-13 12:15:00,TXFstrategyA
20240313,1230,4,2024-03-13 12:30:00,NQstrategyB
20240313,1245,4,2024-03-13 12:45:00,NQstrategyB
20240313,1245,2,2024-03-13 12:45:00,TXFstrategyA
20240313,1300,4,2024-03-13 13:00:00,NQstrategyB
20240313,1315,2,2024-03-13 13:15:00,TXFstrategyA
20240313,1315,4,2024-03-13 13:15:00,NQstrategyB
20240313,1330,4,2024-03-13 13:30:00,NQstrategyB
20240313,1345,2,2024-03-13 13:45:00,TXFstrategyA
20240313,1345,4,2024-03-13 13:45:00,NQstrategyB
20240313,1400,4,2024-03-13 14:00:00,NQstrategyB
20240313,1415,4,2024-03-13 14:15:00,NQstrategyB
20240313,1430,4,2024-03-13 14:30:00,NQstrategyB
20240313,1445,4,2024-03-13 14:45:00,NQstrategyB
20240313,1500,4,2024-03-13 15:00:00,NQstrategyB
20240313,1515,4,2024-03-13 15:15:00,NQstrategyB
20240314,845,4,2024-03-14 08:45:00,NQstrategyB
20240314,900,4,2024-03-14 09:00:00,NQstrategyB
20240314,915,2,2024-03-14 09:15:00,TXFstrategyA
20240314,915,4,2024-03-14 09:15:00,NQstrategyB
20240314,930,4,2024-03-14 09:30:00,NQstrategyB
20240314,945,2,2024-03-14 09:45:00,TXFstrategyA
20240314,945,4,2024-03-14 09:45:00,NQstrategyB
20240314,1000,4,2024-03-14 10:00:00,NQstrategyB
20240314,1015,4,2024-03-14 10:15:00,NQstrategyB
20240314,1015,2,2024-03-14 10:15:00,TXFstrategyA
20240314,1030,4,2024-03-14 10:30:00,NQstrategyB
20240314,1045,2,2024-03-14 10:45:00,TXFstrategyA
20240314,1045,4,2024-03-14 10:45:00,NQstrategyB
20240314,1100,4,2024-03-14 11:00:00,NQstrategyB
20240314,1115,4,2024-03-14 11:15:00,NQstrategyB
20240314,1115,2,2024-03-14 11:15:00,TXFstrategyA
20240314,1130,4,2024-03-14 11:30:00,NQstrategyB
20240314,1145,0,2024-03-14 11:45:00,TXFstrategyA
20240314,1145,4,2024-03-14 11:45:00,NQstrategyB
20240314,1200,4,2024-03-14 12:00:00,NQstrategyB
20240314,1215,4,2024-03-14 12:15:00,NQstrategyB
20240314,1215,0,2024-03-14 12:15:00,TXFstrategyA
20240314,1230,4,2024-03-14 12:30:00,NQstrategyB
20240314,1245,4,2024-03-14 12:45:00,NQstrategyB
20240314,1245,0,2024-03-14 12:45:00,TXFstrategyA
20240314,1300,4,2024-03-14 13:00:00,NQstrategyB
20240314,1315,0,2024-03-14 13:15:00,TXFstrategyA
20240314,1315,4,2024-03-14 13:15:00,NQstrategyB
20240314,1330,4,2024-03-14 13:30:00,NQstrategyB
20240314,1345,4,2024-03-14 13:45:00,NQstrategyB
20240314,1345,0,2024-03-14 13:45:00,TXFstrategyA
20240314,1400,4,2024-03-14 14:00:00,NQstrategyB
20240314,1415,4,2024-03-14 14:15:00,NQstrategyB
20240314,1430,4,2024-03-14 14:30:00,NQstrategyB
20240314,1445,4,2024-03-14 14:45:00,NQstrategyB
20240314,1500,4,2024-03-14 15:00:00,NQstrategyB
20240314,1515,4,2024-03-14 15:15:00,NQstrategyB
20240315,845,4,2024-03-15 08:45:00,NQstrategyB
20240315,900,4,2024-03-15 09:00:00,NQstrategyB
20240315,915,0,2024-03-15 09:15:00,TXFstrategyA
20240315,915,4,2024-03-15 09:15:00,NQstrategyB
20240315,930,4,2024-03-15 09:30:00,NQstrategyB
20240315,945,0,2024-03-15 09:45:00,TXFstrategyA
20240315,945,4,2024-03-15 09:45:00,NQstrategyB
20240315,1000,4,2024-03-15 10:00:00,NQstrategyB
20240315,1015,0,2024-03-15 10:15:00,TXFstrategyA
20240315,1015,4,2024-03-15 10:15:00,NQstrategyB
20240315,1030,4,2024-03-15 10:30:00,NQstrategyB
20240315,1045,0,2024-03-15 10:45:00,TXFstrategyA
20240315,1045,4,2024-03-15 10:45:00,NQstrategyB
20240315,1100,4,2024-03-15 11:00:00,NQstrategyB
20240315,1115,0,2024-03-15 11:15:00,TXFstrategyA
20240315,1115,4,2024-03-15 11:15:00,NQstrategyB
20240315,1130,4,2024-03-15 11:30:00,NQstrategyB
20240315,1145,4,2024-03-15 11:45:00,NQstrategyB
20240315,1145,0,2024-03-15 11:45:00,TXFstrategyA
20240315,1200,4,2024-03-15 12:00:00,NQstrategyB
20240315,1215,0,2024-03-15 12:15:00,TXFstrategyA
20240315,1215,4,2024-03-15 12:15:00,NQstrategyB
20240315,1230,4,2024-03-15 12:30:00,NQstrategyB
20240315,1245,0,2024-03-15 12:45:00,TXFstrategyA
20240315,1245,4,2024-03-15 12:45:00,NQstrategyB
20240315,1300,4,2024-03-15 13:00:00,NQstrategyB
20240315,1315,0,2024-03-15 13:15:00,TXFstrategyA
20240315,1315,4,2024-03-15 13:15:00,NQstrategyB
20240315,1330,4,2024-03-15 13:30:00,NQstrategyB
20240315,1345,4,2024-03-15 13:45:00,NQstrategyB
20240315,1345,0,2024-03-15 13:45:00,TXFstrategyA
20240315,1400,4,2024-03-15 14:00:00,NQstrategyB
20240315,1415,4,2024-03-15 14:15:00,NQstrategyB
20240315,1430,4,2024-03-15 14:30:00,NQstrategyB
20240315,1445,4,2024-03-15 14:45:00,NQstrategyB
20240315,1500,4,2024-03-15 15:00:00,NQstrategyB
20240315,1515,4,2024-03-15 15:15:00,NQstrategyB
20240318,845,4,2024-03-18 08:45:00,NQstrategyB
20240318,900,4,2024-03-18 09:00:00,NQstrategyB
20240318,915,4,2024-03-18 09:15:00,NQstrategyB
20240318,915,0,2024-03-18 09:15:00,TXFstrategyA
20240318,930,4,2024-03-18 09:30:00,NQstrategyB
20240318,945,4,2024-03-18 09:45:00,NQstrategyB
20240318,945,0,2024-03-18 09:45:00,TXFstrategyA
20240318,1000,4,2024-03-18 10:00:00,NQstrategyB
20240318,1015,0,2024-03-18 10:15:00,TXFstrategyA
20240318,1015,4,2024-03-18 10:15:00,NQstrategyB
20240318,1030,4,2024-03-18 10:30:00,NQstrategyB
20240318,1045,0,2024-03-18 10:45:00,TXFstrategyA
20240318,1045,4,2024-03-18 10:45:00,NQstrategyB
20240318,1100,4,2024-03-18 11:00:00,NQstrategyB
20240318,1115,4,2024-03-18 11:15:00,NQstrategyB
20240318,1115,0,2024-03-18 11:15:00,TXFstrategyA
20240318,1130,4,2024-03-18 11:30:00,NQstrategyB
20240318,1145,0,2024-03-18 11:45:00,TXFstrategyA
20240318,1145,4,2024-03-18 11:45:00,NQstrategyB
20240318,1200,4,2024-03-18 12:00:00,NQstrategyB
20240318,1215,4,2024-03-18 12:15:00,NQstrategyB
20240318,1215,0,2024-03-18 12:15:00,TXFstrategyA
20240318,1230,4,2024-03-18 12:30:00,NQstrategyB
20240318,1245,4,2024-03-18 12:45:00,NQstrategyB
20240318,1245,0,2024-03-18 12:45:00,TXFstrategyA
20240318,1300,4,2024-03-18 13:00:00,NQstrategyB
20240318,1315,4,2024-03-18 13:15:00,NQstrategyB
20240318,1315,0,2024-03-18 13:15:00,TXFstrategyA
20240318,1330,4,2024-03-18 13:30:00,NQstrategyB
20240318,1345,0,2024-03-18 13:45:00,TXFstrategyA
20240318,1345,4,2024-03-18 13:45:00,NQstrategyB
20240318,1400,4,2024-03-18 14:00:00,NQstrategyB
20240318,1415,4,2024-03-18 14:15:00,NQstrategyB
20240318,1430,4,2024-03-18 14:30:00,NQstrategyB
20240318,1445,4,2024-03-18 14:45:00,NQstrategyB
20240318,1500,4,2024-03-18 15:00:00,NQstrategyB
20240318,1515,4,2024-03-18 15:15:00,NQstrategyB
20240319,845,4,2024-03-19 08:45:00,NQstrategyB
20240319,900,4,2024-03-19 09:00:00,NQstrategyB
20240319,915,0,2024-03-19 09:15:00,TXFstrategyA
20240319,915,4,2024-03-19 09:15:00,NQstrategyB
20240319,930,4,2024-03-19 09:30:00,NQstrategyB
20240319,945,4,2024-03-19 09:45:00,NQstrategyB
20240319,945,0,2024-03-19 09:45:00,TXFstrategyA
20240319,1000,4,2024-03-19 10:00:00,NQstrategyB
20240319,1015,0,2024-03-19 10:15:00,TXFstrategyA
20240319,1015,4,2024-03-19 10:15:00,NQstrategyB
20240319,1030,4,2024-03-19 10:30:00,NQstrategyB
20240319,1045,0,2024-03-19 10:45:00,TXFstrategyA
20240319,1045,4,2024-03-19 10:45:00,NQstrategyB
20240319,1100,4,2024-03-19 11:00:00,NQstrategyB
20240319,1115,0,2024-03-19 11:15:00,TXFstrategyA
20240319,1115,4,2024-03-19 11:15:00,NQstrategyB
20240319,1130,4,2024-03-19 11:30:00,NQstrategyB
20240319,1145,4,2024-03-19 11:45:00,NQstrategyB
20240319,1145,0,2024-03-19 11:45:00,TXFstrategyA
20240319,1200,4,2024-03-19 12:00:00,NQstrategyB
